NEW_NODES_NEED_TO_BE_EVALUATED
5118509242
5125073367
5162888212
5139099885
5111080420
5181629725
5146806214
5115141376
5146269415
5159748679
5130957687
5133253041
5135397456
5175275947
5170838537
5150391690
5169610886
5172667540
5166237201
5154241026
5154082790
5117278347
5125938470
5131311204
5157277459
5182044975
5180577295
5181109247
5144818812
5109314027
5109932758
5121191066
5128507973
5152438185
5168648891
5173252150
5162480786
5120431481
5179528705
5142142430
5147343748
5108399208
5135926995
5151319481
5115519573
5126561533
5133536836
5159468487
5140151630
5120190760
5142596038
5172627109
5186059570
5132763667
5124878111
5136736778
5163956917
5154248545
5111528535
5178046543
5118948755
5159948151
5128689375
5157359045
5148688610
5156430507
5129231488
5184205447
5163377371
5121632482
5154989111
5134844345
5133477012
5128580329
5125375755
5109946441
5152063595
5121047316
5182702463
5118432161
5150799270
5109020387
5144298224
5173835819
5173267148
5167715656
5182874109
5142125134
5147740997
5157592909
5114939613
5117895969
5147777291
5107767465
5141042091
5148335486
5160404333
5141272199
5142499935
5153170396
5160058237
5144768025
5160176853
5166350951
5150413620
5172339027
5178110921
5113439317
5180489179
5155584972
5152093899
5157893842
5182749549
5179019142
5116843869
5145024928
5176837954
5149765852
5127804705
5138200875
5158386142
5142474837
5132516222
5181529683
5182911564
5160344804
5159824174
5160232969
5133895414
5125843956
5125063902
5162585199
5159490228
5173212726
5174538718
5164649856
5156871102
5118894367
5168926721
5141307993
5170586835
5180416667
5161874625
5125415286
5171143644
5161020310
5179713129
5150463811
5134587933
5169920239
5113625019
5173268180
5132472964
5132914230
5128041750
5139790378
5145181257
5177621464
5184951883
5113668760
5121887254
5131331044
5181184661
5143486795
5172029657
5150200083
5162449116
5116390752
5113936485
5170808559
5155741854
5121049180
5112148851
5183283757
5112112976
5154354561
5163949938
5126834192
5123168980
5125385464
5122426633
5164631584
5145326782
5139222306
5168330093
5183729092
5166411391
5124405043
5179906945
5147649808
5160537609
5132133104
5139436165
5139136244
5185063455
5132553079
5114538916
5182318431
5123209346
5148204645
5118360441
5121089095
5160708494
5167094768
5176726935
5137114399
5140627170
5149192178
5154451646
5157284937
5125035238
5144045162
5165702778
5145020620
5108818845
5118606339
5163576702
5138664474
5140867433
5162716423
5153681654
5113692537
5135347772
5183859053
5160579099
5168299585
5141234311
5160228041
5158969593
5151571744
5128095823
5139648399
5125056074
5132892779
5130859995
5174437024
5175348326
5168545006
5158240955
5170542450
5144553814
5167504188
5130506134
5108190221
5137942872
