unit-id|duration(seconds)
5146317507|0.00115585
5156598579|0.000981092
5111513087|0.000735044
5157019969|0.000929832
5161407895|0.00120282
5114562114|0.00128889
5134363644|0.00160599
5186119388|0.000616074
5116717295|0.00169206
5174901890|0.00100493
5111759420|0.000533819
5174065125|0.000453949
5183089634|0.00110006
5143919839|0.00321293
5124934563|0.00150013
5116430401|0.0026989
5135803203|0.00152111
5153243511|0.00252604
5111475190|0.000527143
5169857809|0.000472069
5115783805|0.000429869
5133621995|0.000576973
5181781120|0.000463963
5130106710|0.00044322
5112006871|0.000553131
5132012732|0.000472069
5176364858|0.000516176
5181737149|0.00058198
5129205578|0.000584126
5181074675|0.000641108
5126860025|0.00062108
5143069087|0.000509977
5140883845|0.000530005
5173439392|0.000582933
5166565758|0.000512123
5121353073|0.000488043
5180939604|0.000701904
5112898086|0.000524998
5115922780|0.000569105
5117333031|0.000577927
5133885496|0.000711918
5164021290|0.000622034
5119994765|0.000467062
5109725418|0.000571966
5178620500|0.000595093
5137215926|0.000433207
5117289841|0.00050211
5139817687|0.000420094
5144298820|0.000472069
5186762964|0.000463009
5136676545|0.000402927
5128942995|0.000465155
5132284899|0.000388861
5112644440|0.000439882
5182611175|0.000380993
5143531698|0.000467062
5180731564|0.000460148
5179737666|0.00047183
5115328580|0.000382185
5158287671|0.000463963
5150503579|0.000506878
5172445022|0.000482082
5123561058|0.000660896
5108763868|0.000524044
5109774243|0.000369072
5161820877|0.000321865
5175669187|0.000408888
5174384060|0.000432014
5160756571|0.00188208
5185685288|0.000828028
5151013646|0.00141501
5185374141|0.00191879
5112364358|0.000757933
5158053809|0.000871897
5142955437|0.00075984
5171441173|0.000701904
5117771744|0.000651121
5168104892|0.000571966
5158453291|0.000669003
5158177142|0.00067687
5161557388|0.000700951
5143677658|0.000530005
5161475616|0.000705957
5139856297|0.000633001
5127722266|0.000737906
5134048384|0.000770807
5121393468|0.00078702
5154990705|0.00102091
5163706377|0.000808954
5155206670|0.0010519
5147683032|0.000721931
5177819158|0.000967026
5139941737|0.000968933
5117308611|0.000901937
5112098174|0.000937939
5149985650|0.000701189
5153329328|0.000664949
5108319841|0.000844955
5116428167|0.00079298
5121525248|0.000616074
5149025143|0.000891924
5133069372|0.000756979
5107992374|0.000710011
5157955195|0.000658035
5168485796|0.000867844
5119348300|0.00061512
5152461990|0.000776052
5173677127|0.00061202
5147389986|0.000637054
5158330154|0.000669003
5130758756|0.00061202
5165266874|0.000705957
5173153274|0.000862837
5154254109|0.000770092
5149045395|0.000743151
5131498812|0.000745058
5114843145|0.000807047
5146558268|0.000711918
5145311306|0.000726938
5145497920|0.000641108
5123100776|0.000749111
5125131399|0.000960827
5131672199|0.000728846
5142921266|0.00063014
5151008142|0.000497103
5116161112|0.000490904
5145245819|0.00163198
5119061046|0.00149798
5154547883|0.000779152
5167587437|0.000535011
5157041106|0.000809908
5175338270|0.00072813
5133185922|0.000701904
5184227759|0.000656128
5121347487|0.000735998
5160939006|0.000679016
5128616302|0.000656128
5145629821|0.000957966
5158667023|0.000778913
5153375859|0.000700951
5150667651|0.000905991
5131986248|0.000833988
5114045929|0.000744104
5174084749|0.000740051
5178230936|0.000749111
5135117972|0.00106215
5113140346|0.000950098
5115973796|0.000854015
5119661982|0.00101709
5176439657|0.000813007
5115829393|0.00118089
5135855375|0.000949144
5120554072|0.00118399
5152283378|0.000967026
5116090420|0.000998974
5112799791|0.000926018
5179053587|0.000900984
5125731535|0.000909805
5111773094|0.00104403
5110823053|0.000701904
5116770737|0.000807047
5126434445|0.000809908
5158724799|0.00111103
5126160647|0.00080204
5111442737|0.000833035
5132800364|0.000586033
5152555768|0.000914812
5132783591|0.000772953
5122866679|0.000779152
5171445123|0.000654936
5154215280|0.000834942
5128298373|0.000676155
5177297993|0.000710964
5181657944|0.000810146
5153147121|0.000750065
5175854107|0.000919104
5184591143|0.000631094
5112424862|0.000939846
5153123870|0.000778913
5175575092|0.000699043
5142768448|0.000700951
5147605821|0.000643015
5142469809|0.000640869
5113860949|0.000744104
5180724598|0.00059104
5179911369|0.000791073
5112797903|0.000916958
5185312835|0.000852108
5172202387|0.000845194
5118098229|0.000705957
5110066530|0.000650883
5178227110|0.000398159
5176998899|0.000449896
5140958799|0.000466108
5140401339|0.00202107
5162784809|0.00212598
5185919774|0.00199509
5124126606|0.000849009
5144165493|0.00169086
5186300915|0.000708103
5133520357|0.000602961
5169557762|0.00064683
5144979582|0.000340939
5155240639|0.000341892
5173668497|0.000349998
5153812595|0.000371933
5172509874|0.000318766
5127816615|0.000346184
5126411409|0.00030899
5139326991|0.000340939
5157719552|0.000350952
5171470336|0.00043416
5151050616|0.000398159
5118646860|0.000399113
5131020475|0.000365973
5153777399|0.00047183
5149533794|0.000440121
5170313903|0.000352859
5161803843|0.00048399
5172319453|0.000340939
5182004956|0.000417948
5163782370|0.000470877
5184548595|0.00040102
5123323698|0.000452995
5110685062|0.000440836
5157389030|0.000400782
5133023391|0.000469923
5160472947|0.000496149
5151366688|0.000484943
5164171268|0.000407219
5148258231|0.000542879
5135421911|0.000419855
5123620694|0.000371933
5129671568|0.000530005
5124072086|0.000487804
5149640542|0.000445843
5143176164|0.000471115
5109924832|0.000595808
5112569457|0.000527859
5119288214|0.000543118
5113105098|0.000533819
5147524949|0.00072813
5120601844|0.00068593
5143648414|0.000694036
5126536140|0.000522137
5132471612|0.000315905
5141120058|0.000311852
5155514447|0.000264883
5129572011|0.0016861
5168211511|0.000311852
5178349758|0.00156617
5162980296|0.00191879
5117086939|0.00138307
5147647646|0.00145507
5121201496|0.000540018
5139287520|0.000628948
5133363678|0.000356913
5123539182|0.000406027
5147915405|0.000360966
5164253561|0.000391006
5135246352|0.000403881
5124018162|0.000398159
5185421996|0.000439882
5134476284|0.000423908
5122295160|0.000345945
5130331811|0.000453949
5146909594|0.00039196
5176946137|0.000360012
5118829212|0.000456095
5161211986|0.000415087
5156847394|0.000401974
5158983168|0.000488043
5136783031|0.000495911
5125130759|0.000535965
5120565910|0.000585079
5108524545|0.000407934
5110419391|0.000551939
5151265722|0.00048399
5163944267|0.0005548
5155969394|0.000443935
5155124814|0.000565052
5185867797|0.000490904
5111639920|0.000484943
5174952116|0.000555992
5160490361|0.000540018
5138275679|0.000596046
5150911304|0.000586987
5171973319|0.000639915
5132890879|0.000447989
5125816763|0.000662088
5180853270|0.000653982
5174682664|0.000506878
5169325589|0.00048995
5125023184|0.000833035
5152528324|0.000602961
5154120646|0.00054121
5109668898|0.000785112
5186170688|0.000516891
5116867850|0.000634909
5180312046|0.000694036
5122030769|0.000611067
5126691494|0.000478983
5146189473|0.000560999
5145387300|0.000633955
5122510595|0.001755
5129133432|0.000622988
5175167569|0.000566959
5126821286|0.000530005
5139939869|0.000651836
5108077575|0.000518084
5108771738|0.000490904
5172829300|0.000469923
5167752765|0.000406981
5157973991|0.000387907
5124332896|0.000477076
5143042349|0.000451803
5166112953|0.000393867
5176930667|0.000444889
5111540673|0.000455856
5135510078|0.000483036
5128739002|0.000406981
5172120308|0.000437021
5163954747|0.000508785
5160781848|0.000438929
5156560900|0.000479937
5142230601|0.000518084
5138085984|0.000475883
5164338115|0.000464916
5140258095|0.00049305
5146045527|0.000436068
5109365956|0.000478029
5120432673|0.000486135
5181102572|0.000435829
5165367050|0.000383139
5118797068|0.000643969
5150635172|0.00060606
5171181479|0.000545979
5135767757|0.000545025
5144232319|0.000716925
5169821614|0.00054121
5152229075|0.000540018
5177712872|0.000540018
5135760534|0.000534058
5185040715|0.000591993
5126523736|0.000509977
5166194584|0.000513792
5144528146|0.000522852
5172507194|0.00067091
5144703185|0.000617981
5153785799|0.00051403
5179754628|0.000638962
5117799191|0.000628948
5119488223|0.000700951
5153434618|0.000533104
5117076997|0.000620127
5125866227|0.000608206
5114430823|0.000613928
5120102256|0.000483036
5124796451|0.000552177
5128804214|0.000633955
5146336991|0.000617981
5153580338|0.000588894
5132784827|0.000577927
5185836353|0.000784874
5116793285|0.000672817
5139690845|0.000509977
5155551160|0.000495195
5182397758|0.000484943
5124132062|0.000550985
5121381271|0.000546932
5147985620|0.00178504
5116079856|0.00154781
5140137479|0.00169992
5130289365|0.000555992
5168512777|0.000730038
5179270755|0.000601053
5127542895|0.000557899
5155108641|0.000837088
5147134949|0.000688076
5156545728|0.000564098
5148645349|0.000765085
5107706382|0.000646114
5157573667|0.000518084
5175471892|0.000664949
5108286187|0.000556946
5152517876|0.000936985
5143239532|0.000595093
5140999714|0.000742912
5183805684|0.000839949
5121274785|0.00078392
5119282162|0.000773191
5145696342|0.000638962
5120058357|0.000746965
5160740997|0.00116301
5179986254|0.000809908
5156790970|0.000780821
5108625289|0.000801086
5148849507|0.000782013
5114927674|0.000663996
5133238229|0.000543833
5154066270|0.00078392
5156649689|0.000605822
5184288331|0.000731945
5173530940|0.000577927
5158528243|0.000644922
5139111123|0.000663042
5164262885|0.000529051
5174461624|0.000441074
5173082746|0.000552893
5124786397|0.000477076
5159554702|0.000486851
5121122177|0.000377893
5158765590|0.000449896
5136886384|0.000406981
5184888219|0.000475883
5135995861|0.000448942
5136675921|0.000343084
5168146850|0.000487089
5123348796|0.00039196
5145149921|0.000344038
5124875591|0.000441074
5181413565|0.000375032
5133747870|0.000470877
5127669870|0.00046587
5154237574|0.000400066
5147579415|0.000427961
5169339788|0.000366926
5115750440|0.000304937
5119017807|0.000346899
5174829525|0.000320196
5153555334|0.000361919
5115975436|0.000317812
5173832745|0.000313997
5186560991|0.000432968
5138845392|0.000300884
5163962565|0.000427008
5142177912|0.000338078
5149527195|0.000324965
5140091406|0.00043416
5125332091|0.000423193
5172954314|0.000394106
5165811618|0.000396013
5163294594|0.000383854
5135323527|0.000401974
5172914163|0.000281096
5146768626|0.00139689
5143689626|0.00105286
5124620539|0.000642061
5125220520|0.00051403
5124811231|0.000576973
5177953365|0.00041604
5121562458|0.000514984
5157651857|0.000479937
5116365105|0.000458002
5178563874|0.000461817
5148556602|0.000535011
5178514014|0.000417948
5174193156|0.000414848
5108224310|0.000715971
5159966579|0.000534058
5140155290|0.000472069
5156717439|0.000563145
5180876426|0.000534058
5138571465|0.000406981
5125086053|0.000350952
5186037436|0.000452042
5151119717|0.000380039
5150332352|0.000315189
5154002569|0.000319004
5175689456|0.000348091
5186798755|0.000307083
5112776145|0.000251055
5184765273|0.000299931
5153234624|0.000344992
5123728981|0.000298023
5144420192|0.000322104
5178411126|0.000280142
5130827494|0.00030899
5163629729|0.000298977
5109272955|0.000291109
5137188871|0.000355959
5152829106|0.000348091
5141519065|0.000391006
5117341287|0.000393867
5153153396|0.000415087
5149148925|0.000444174
5168572759|0.000459909
5186149372|0.000429869
5137495629|0.000374079
5179002290|0.000336885
5147378830|0.00045681
5161552322|0.000288963
5111379042|0.000436068
5171509204|0.000338078
5157955891|0.000420809
5109007544|0.000460148
5166276172|0.00041008
5164761348|0.000428915
5176830968|0.000426054
5180458699|0.000344992
5115152052|0.000335217
5153859068|0.000255108
5145072489|0.000267982
5131686560|0.00115609
5167365366|0.00104618
5129219720|0.00103402
5157818021|0.000515938
5136983726|0.000945091
5184940597|0.000472069
5142421275|0.00061202
5185255260|0.000660181
5154230508|0.000415087
5137599155|0.000461817
5178765355|0.000599861
5118966733|0.000463009
5142194309|0.000459909
5116034228|0.000497103
5121996539|0.000475168
5165489736|0.000450134
5126510182|0.000481844
5159651507|0.000455141
5172599160|0.000406981
5113612473|0.000490189
5128488859|0.000470877
5122009917|0.000322104
5135907351|0.000371218
5152836604|0.000381947
5107937359|0.000437975
5150619844|0.000421047
5168857663|0.000350952
5120053707|0.000436068
5154276706|0.0003829
5116160472|0.000285864
5130771240|0.000231981
5151497425|0.000379086
5129782290|0.000236988
5174745299|0.000352859
5183673091|0.00026989
5179447775|0.000331879
5129840500|0.000281096
5121519312|0.000280857
5108332092|0.000259161
5184371814|0.000315905
5128795233|0.000256062
5129302876|0.000279903
5116158616|0.000255823
5125864339|0.000253916
5144309733|0.000305891
5109414403|0.000253916
5119678668|0.000324011
5167005473|0.00031209
5160573683|0.000314951
5111064684|0.000277042
5135347132|0.000267029
5131378037|0.000251055
5121852905|0.000344992
5147826499|0.000306845
5113541265|0.00026989
5130629585|0.00033617
5179102894|0.00027895
5159813522|0.000296116
5169907654|0.000319958
5163314291|0.000295162
5128061971|0.000374079
5113909869|0.000369072
5138621604|0.000329971
5160861331|0.000420809
5134663869|0.00118494
5119327872|0.000818968
5164284648|0.000403881
5173487914|0.000616074
5166501990|0.000531912
5171985741|0.000512123
5112141391|0.000515938
5184373964|0.000501871
5182679510|0.000494003
5154578201|0.000447989
5131978756|0.000643969
5141828020|0.000502825
5129292384|0.000449896
5134592147|0.000523806
5113650192|0.000494003
5130154540|0.000532866
5114254358|0.000473022
5134140776|0.000334024
5129428659|0.000439167
5182114964|0.000365973
5139739643|0.000355005
5129884734|0.000324011
5171296420|0.000319004
5172622399|0.000261068
5184902699|0.000375032
5180765306|0.000271797
5180904978|0.000329971
5114181123|0.000322104
5175924802|0.000285864
5133825084|0.000329018
5160934608|0.000320911
5179213997|0.000411987
5160693764|0.000314951
5176077051|0.000333071
5152781090|0.000342846
5157678786|0.000386953
5111945353|0.000315905
5127964398|0.000311852
5122062649|0.000349998
5167677178|0.000391006
5186884782|0.00036788
5171347756|0.000306129
5168219259|0.00048089
5161939939|0.000386
5149057811|0.000411034
5149046758|0.000388861
5178320270|0.00039196
5179141008|0.000366211
5110791247|0.000432968
5112202899|0.000437975
5158779422|0.00039506
5141915273|0.000490904
5176686813|0.000406981
5110774871|0.000458002
5177505819|0.000386
5167422011|0.000391006
5181431282|0.0004282
5108129564|0.000304937
5175052531|0.000431061
5162226402|0.000550985
5129170206|0.000479937
5121180212|0.000459909
5171041187|0.000535011
5158248147|0.000494003
5111996145|0.000380993
5116224254|0.000432014
5178769040|0.000406981
5138893818|0.000407934
5186135570|0.00039196
5139469263|0.000355005
5165726713|0.000326157
5130428106|0.000320911
5155169499|0.000286102
5178769680|0.000929117
5115094409|0.00130105
5172586150|0.000766993
5118216195|0.000494003
5151077964|0.000977039
5130010694|0.000448942
5181831267|0.000695944
5143159801|0.000463963
